# layer class subject_idx subject_id channel_idx channel_name value
conv3 Right 0 13 0 Fp1 3.59051602e+04
conv3 Right 1 50 0 Fp1 1.91810078e+04
conv3 Right 2 12 0 Fp1 3.41145820e+04
conv3 Right 3 9 0 Fp1 2.36479082e+04
conv3 Right 4 40 0 Fp1 3.33186289e+04
conv3 Right 5 7 0 Fp1 2.82380723e+04
conv3 Right 6 41 0 Fp1 2.07527402e+04
conv3 Right 7 49 0 Fp1 3.18620840e+04
conv3 Right 8 3 0 Fp1 1.62858311e+04
conv3 Right 9 8 0 Fp1 6.44797852e+03

conv3 Right 0 13 1 Fpz 3.57430859e+04
conv3 Right 1 50 1 Fpz 1.90894824e+04
conv3 Right 2 12 1 Fpz 3.40281641e+04
conv3 Right 3 9 1 Fpz 2.36131660e+04
conv3 Right 4 40 1 Fpz 3.31484883e+04
conv3 Right 5 7 1 Fpz 2.81047246e+04
conv3 Right 6 41 1 Fpz 2.07277891e+04
conv3 Right 7 49 1 Fpz 3.17277832e+04
conv3 Right 8 3 1 Fpz 1.62651123e+04
conv3 Right 9 8 1 Fpz 6.44844922e+03

conv3 Right 0 13 2 Fp2 3.58732070e+04
conv3 Right 1 50 2 Fp2 1.92551836e+04
conv3 Right 2 12 2 Fp2 3.40109219e+04
conv3 Right 3 9 2 Fp2 2.36732871e+04
conv3 Right 4 40 2 Fp2 3.32185625e+04
conv3 Right 5 7 2 Fp2 2.81579082e+04
conv3 Right 6 41 2 Fp2 2.08426230e+04
conv3 Right 7 49 2 Fp2 3.18830703e+04
conv3 Right 8 3 2 Fp2 1.61978291e+04
conv3 Right 9 8 2 Fp2 6.49281494e+03

conv3 Right 0 13 3 AF7 3.73653516e+04
conv3 Right 1 50 3 AF7 2.00975020e+04
conv3 Right 2 12 3 AF7 3.46916562e+04
conv3 Right 3 9 3 AF7 2.40599824e+04
conv3 Right 4 40 3 AF7 3.45508477e+04
conv3 Right 5 7 3 AF7 2.92553359e+04
conv3 Right 6 41 3 AF7 2.09656152e+04
conv3 Right 7 49 3 AF7 3.28615977e+04
conv3 Right 8 3 3 AF7 1.63178945e+04
conv3 Right 9 8 3 AF7 6.56803271e+03

conv3 Right 0 13 4 AF3 3.73187656e+04
conv3 Right 1 50 4 AF3 2.01479121e+04
conv3 Right 2 12 4 AF3 3.46824336e+04
conv3 Right 3 9 4 AF3 2.40660176e+04
conv3 Right 4 40 4 AF3 3.45941328e+04
conv3 Right 5 7 4 AF3 2.93311914e+04
conv3 Right 6 41 4 AF3 2.10468691e+04
conv3 Right 7 49 4 AF3 3.28448945e+04
conv3 Right 8 3 4 AF3 1.62867344e+04
conv3 Right 9 8 4 AF3 6.72743311e+03

conv3 Right 0 13 5 AFz 3.82220938e+04
conv3 Right 1 50 5 AFz 2.07247305e+04
conv3 Right 2 12 5 AFz 3.52753086e+04
conv3 Right 3 9 5 AFz 2.45502031e+04
conv3 Right 4 40 5 AFz 3.56505352e+04
conv3 Right 5 7 5 AFz 3.03289668e+04
conv3 Right 6 41 5 AFz 2.15374199e+04
conv3 Right 7 49 5 AFz 3.33830312e+04
conv3 Right 8 3 5 AFz 1.64782070e+04
conv3 Right 9 8 5 AFz 7.06603320e+03

conv3 Right 0 13 6 AF4 3.72826172e+04
conv3 Right 1 50 6 AF4 2.02967793e+04
conv3 Right 2 12 6 AF4 3.46919023e+04
conv3 Right 3 9 6 AF4 2.42157344e+04
conv3 Right 4 40 6 AF4 3.44755977e+04
conv3 Right 5 7 6 AF4 2.93659961e+04
conv3 Right 6 41 6 AF4 2.13804902e+04
conv3 Right 7 49 6 AF4 3.28919375e+04
conv3 Right 8 3 6 AF4 1.62872646e+04
conv3 Right 9 8 6 AF4 6.90296338e+03

conv3 Right 0 13 7 AF8 3.71662812e+04
conv3 Right 1 50 7 AF8 2.02798008e+04
conv3 Right 2 12 7 AF8 3.47297070e+04
conv3 Right 3 9 7 AF8 2.41781250e+04
conv3 Right 4 40 7 AF8 3.40874062e+04
conv3 Right 5 7 7 AF8 2.90878320e+04
conv3 Right 6 41 7 AF8 2.13166035e+04
conv3 Right 7 49 7 AF8 3.29175508e+04
conv3 Right 8 3 7 AF8 1.62760000e+04
conv3 Right 9 8 7 AF8 6.72554541e+03

conv3 Right 0 13 8 F7 3.96538047e+04
conv3 Right 1 50 8 F7 2.13587148e+04
conv3 Right 2 12 8 F7 3.66122422e+04
conv3 Right 3 9 8 F7 2.46275059e+04
conv3 Right 4 40 8 F7 3.62610625e+04
conv3 Right 5 7 8 F7 3.07879863e+04
conv3 Right 6 41 8 F7 2.17127266e+04
conv3 Right 7 49 8 F7 3.45777148e+04
conv3 Right 8 3 8 F7 1.65935352e+04
conv3 Right 9 8 8 F7 6.92034668e+03

conv3 Right 0 13 9 F5 3.69946172e+04
conv3 Right 1 50 9 F5 2.00921406e+04
conv3 Right 2 12 9 F5 3.45346992e+04
conv3 Right 3 9 9 F5 2.37537910e+04
conv3 Right 4 40 9 F5 3.42087969e+04
conv3 Right 5 7 9 F5 2.88917793e+04
conv3 Right 6 41 9 F5 2.10660352e+04
conv3 Right 7 49 9 F5 3.28001836e+04
conv3 Right 8 3 9 F5 1.61348799e+04
conv3 Right 9 8 9 F5 6.89260205e+03

conv3 Right 0 13 10 F3 3.78962969e+04
conv3 Right 1 50 10 F3 2.07091445e+04
conv3 Right 2 12 10 F3 3.50884609e+04
conv3 Right 3 9 10 F3 2.41270879e+04
conv3 Right 4 40 10 F3 3.51110820e+04
conv3 Right 5 7 10 F3 2.95960859e+04
conv3 Right 6 41 10 F3 2.12906719e+04
conv3 Right 7 49 10 F3 3.34109102e+04
conv3 Right 8 3 10 F3 1.62340029e+04
conv3 Right 9 8 10 F3 7.20640283e+03

conv3 Right 0 13 11 F1 3.79152422e+04
conv3 Right 1 50 11 F1 2.08591992e+04
conv3 Right 2 12 11 F1 3.51900469e+04
conv3 Right 3 9 11 F1 2.42728359e+04
conv3 Right 4 40 11 F1 3.52760078e+04
conv3 Right 5 7 11 F1 2.98213691e+04
conv3 Right 6 41 11 F1 2.15344863e+04
conv3 Right 7 49 11 F1 3.35104570e+04
conv3 Right 8 3 11 F1 1.62151445e+04
conv3 Right 9 8 11 F1 7.51025391e+03

conv3 Right 0 13 12 Fz 3.71645234e+04
conv3 Right 1 50 12 Fz 2.03991699e+04
conv3 Right 2 12 12 Fz 3.49003359e+04
conv3 Right 3 9 12 Fz 2.40861367e+04
conv3 Right 4 40 12 Fz 3.45186445e+04
conv3 Right 5 7 12 Fz 2.93531211e+04
conv3 Right 6 41 12 Fz 2.15393809e+04
conv3 Right 7 49 12 Fz 3.30265352e+04
conv3 Right 8 3 12 Fz 1.61323115e+04
conv3 Right 9 8 12 Fz 7.32996777e+03

conv3 Right 0 13 13 F2 3.77317383e+04
conv3 Right 1 50 13 F2 2.09373242e+04
conv3 Right 2 12 13 F2 3.57080039e+04
conv3 Right 3 9 13 F2 2.45623945e+04
conv3 Right 4 40 13 F2 3.52059766e+04
conv3 Right 5 7 13 F2 3.00090488e+04
conv3 Right 6 41 13 F2 2.21533105e+04
conv3 Right 7 49 13 F2 3.35851680e+04
conv3 Right 8 3 13 F2 1.62531729e+04
conv3 Right 9 8 13 F2 7.55541992e+03

conv3 Right 0 13 14 F4 3.76839727e+04
conv3 Right 1 50 14 F4 2.09893555e+04
conv3 Right 2 12 14 F4 3.56907461e+04
conv3 Right 3 9 14 F4 2.45694941e+04
conv3 Right 4 40 14 F4 3.48758906e+04
conv3 Right 5 7 14 F4 2.97223867e+04
conv3 Right 6 41 14 F4 2.21617891e+04
conv3 Right 7 49 14 F4 3.35495078e+04
conv3 Right 8 3 14 F4 1.63078174e+04
conv3 Right 9 8 14 F4 7.40151074e+03

conv3 Right 0 13 15 F6 3.69655859e+04
conv3 Right 1 50 15 F6 2.04033477e+04
conv3 Right 2 12 15 F6 3.48998945e+04
conv3 Right 3 9 15 F6 2.41415508e+04
conv3 Right 4 40 15 F6 3.39700547e+04
conv3 Right 5 7 15 F6 2.89617227e+04
conv3 Right 6 41 15 F6 2.16543613e+04
conv3 Right 7 49 15 F6 3.29813789e+04
conv3 Right 8 3 15 F6 1.61944668e+04
conv3 Right 9 8 15 F6 7.04471143e+03

conv3 Right 0 13 16 F8 3.97912148e+04
conv3 Right 1 50 16 F8 2.25063398e+04
conv3 Right 2 12 16 F8 3.68149609e+04
conv3 Right 3 9 16 F8 2.49998242e+04
conv3 Right 4 40 16 F8 3.61631055e+04
conv3 Right 5 7 16 F8 3.07865078e+04
conv3 Right 6 41 16 F8 2.31402285e+04
conv3 Right 7 49 16 F8 3.51095664e+04
conv3 Right 8 3 16 F8 1.67473594e+04
conv3 Right 9 8 16 F8 7.54240234e+03

conv3 Right 0 13 17 FT7 4.07926797e+04
conv3 Right 1 50 17 FT7 2.25505449e+04
conv3 Right 2 12 17 FT7 3.87122891e+04
conv3 Right 3 9 17 FT7 2.54674238e+04
conv3 Right 4 40 17 FT7 3.67662109e+04
conv3 Right 5 7 17 FT7 3.15465332e+04
conv3 Right 6 41 17 FT7 2.31497051e+04
conv3 Right 7 49 17 FT7 3.59964102e+04
conv3 Right 8 3 17 FT7 1.71076523e+04
conv3 Right 9 8 17 FT7 7.50974658e+03

conv3 Right 0 13 18 FC5 3.74163164e+04
conv3 Right 1 50 18 FC5 2.06045312e+04
conv3 Right 2 12 18 FC5 3.50191484e+04
conv3 Right 3 9 18 FC5 2.39371328e+04
conv3 Right 4 40 18 FC5 3.45360273e+04
conv3 Right 5 7 18 FC5 2.92634277e+04
conv3 Right 6 41 18 FC5 2.15799766e+04
conv3 Right 7 49 18 FC5 3.33411367e+04
conv3 Right 8 3 18 FC5 1.61964502e+04
conv3 Right 9 8 18 FC5 7.38674561e+03

conv3 Right 0 13 19 FC3 3.81314766e+04
conv3 Right 1 50 19 FC3 2.12356348e+04
conv3 Right 2 12 19 FC3 3.57432188e+04
conv3 Right 3 9 19 FC3 2.43107246e+04
conv3 Right 4 40 19 FC3 3.52431562e+04
conv3 Right 5 7 19 FC3 2.97866816e+04
conv3 Right 6 41 19 FC3 2.21186699e+04
conv3 Right 7 49 19 FC3 3.40914023e+04
conv3 Right 8 3 19 FC3 1.63124990e+04
conv3 Right 9 8 19 FC3 7.79304248e+03

conv3 Right 0 13 20 FC1 3.79711094e+04
conv3 Right 1 50 20 FC1 2.10617910e+04
conv3 Right 2 12 20 FC1 3.58469414e+04
conv3 Right 3 9 20 FC1 2.45494609e+04
conv3 Right 4 40 20 FC1 3.52938594e+04
conv3 Right 5 7 20 FC1 2.98561543e+04
conv3 Right 6 41 20 FC1 2.21373457e+04
conv3 Right 7 49 20 FC1 3.42900312e+04
conv3 Right 8 3 20 FC1 1.62385947e+04
conv3 Right 9 8 20 FC1 7.98381299e+03

conv3 Right 0 13 21 FCz 3.77111133e+04
conv3 Right 1 50 21 FCz 2.09565078e+04
conv3 Right 2 12 21 FCz 3.62072852e+04
conv3 Right 3 9 21 FCz 2.48100234e+04
conv3 Right 4 40 21 FCz 3.53153477e+04
conv3 Right 5 7 21 FCz 2.99563086e+04
conv3 Right 6 41 21 FCz 2.23979512e+04
conv3 Right 7 49 21 FCz 3.43226289e+04
conv3 Right 8 3 21 FCz 1.62223789e+04
conv3 Right 9 8 21 FCz 7.83064502e+03

conv3 Right 0 13 22 FC2 3.74669648e+04
conv3 Right 1 50 22 FC2 2.10381543e+04
conv3 Right 2 12 22 FC2 3.63812773e+04
conv3 Right 3 9 22 FC2 2.50412598e+04
conv3 Right 4 40 22 FC2 3.51228086e+04
conv3 Right 5 7 22 FC2 2.97775020e+04
conv3 Right 6 41 22 FC2 2.25566777e+04
conv3 Right 7 49 22 FC2 3.42506523e+04
conv3 Right 8 3 22 FC2 1.62838555e+04
conv3 Right 9 8 22 FC2 7.44780518e+03

conv3 Right 0 13 23 FC4 3.75635547e+04
conv3 Right 1 50 23 FC4 2.12420605e+04
conv3 Right 2 12 23 FC4 3.60659844e+04
conv3 Right 3 9 23 FC4 2.49417637e+04
conv3 Right 4 40 23 FC4 3.49576367e+04
conv3 Right 5 7 23 FC4 2.96248770e+04
conv3 Right 6 41 23 FC4 2.24903418e+04
conv3 Right 7 49 23 FC4 3.41805703e+04
conv3 Right 8 3 23 FC4 1.63948574e+04
conv3 Right 9 8 23 FC4 7.21623633e+03

conv3 Right 0 13 24 FC6 3.67868242e+04
conv3 Right 1 50 24 FC6 2.05394160e+04
conv3 Right 2 12 24 FC6 3.50149609e+04
conv3 Right 3 9 24 FC6 2.43126602e+04
conv3 Right 4 40 24 FC6 3.40095547e+04
conv3 Right 5 7 24 FC6 2.87843535e+04
conv3 Right 6 41 24 FC6 2.18277617e+04
conv3 Right 7 49 24 FC6 3.33079727e+04
conv3 Right 8 3 24 FC6 1.62265420e+04
conv3 Right 9 8 24 FC6 6.89060010e+03

conv3 Right 0 13 25 FT8 3.99799102e+04
conv3 Right 1 50 25 FT8 2.34131504e+04
conv3 Right 2 12 25 FT8 3.73235938e+04
conv3 Right 3 9 25 FT8 2.51616953e+04
conv3 Right 4 40 25 FT8 3.68058086e+04
conv3 Right 5 7 25 FT8 3.10738535e+04
conv3 Right 6 41 25 FT8 2.42901992e+04
conv3 Right 7 49 25 FT8 3.62882734e+04
conv3 Right 8 3 25 FT8 1.71095410e+04
conv3 Right 9 8 25 FT8 7.53181689e+03

conv3 Right 0 13 26 T7 4.09420430e+04
conv3 Right 1 50 26 T7 2.30008828e+04
conv3 Right 2 12 26 T7 4.06264102e+04
conv3 Right 3 9 26 T7 2.69505352e+04
conv3 Right 4 40 26 T7 3.72577070e+04
conv3 Right 5 7 26 T7 3.23026133e+04
conv3 Right 6 41 26 T7 2.42271152e+04
conv3 Right 7 49 26 T7 3.77930547e+04
conv3 Right 8 3 26 T7 1.77084902e+04
conv3 Right 9 8 26 T7 8.09819189e+03

conv3 Right 0 13 27 C5 3.68746289e+04
conv3 Right 1 50 27 C5 2.04285527e+04
conv3 Right 2 12 27 C5 3.49856992e+04
conv3 Right 3 9 27 C5 2.40849297e+04
conv3 Right 4 40 27 C5 3.41872891e+04
conv3 Right 5 7 27 C5 2.90840938e+04
conv3 Right 6 41 27 C5 2.15936367e+04
conv3 Right 7 49 27 C5 3.34285273e+04
conv3 Right 8 3 27 C5 1.61934463e+04
conv3 Right 9 8 27 C5 7.55957422e+03

conv3 Right 0 13 28 C3 3.78697734e+04
conv3 Right 1 50 28 C3 2.14965801e+04
conv3 Right 2 12 28 C3 3.64737695e+04
conv3 Right 3 9 28 C3 2.49202422e+04
conv3 Right 4 40 28 C3 3.52528633e+04
conv3 Right 5 7 28 C3 2.97144883e+04
conv3 Right 6 41 28 C3 2.28090684e+04
conv3 Right 7 49 28 C3 3.47945938e+04
conv3 Right 8 3 28 C3 1.65486484e+04
conv3 Right 9 8 28 C3 7.98833984e+03

conv3 Right 0 13 29 C1 3.76756914e+04
conv3 Right 1 50 29 C1 2.11068594e+04
conv3 Right 2 12 29 C1 3.61407617e+04
conv3 Right 3 9 29 C1 2.50372676e+04
conv3 Right 4 40 29 C1 3.50733008e+04
conv3 Right 5 7 29 C1 2.94127051e+04
conv3 Right 6 41 29 C1 2.24563047e+04
conv3 Right 7 49 29 C1 3.46622617e+04
conv3 Right 8 3 29 C1 1.64102344e+04
conv3 Right 9 8 29 C1 7.80074658e+03

conv3 Right 0 13 30 Cz 3.76252070e+04
conv3 Right 1 50 30 Cz 2.10386660e+04
conv3 Right 2 12 30 Cz 3.60641016e+04
conv3 Right 3 9 30 Cz 2.52754043e+04
conv3 Right 4 40 30 Cz 3.52086289e+04
conv3 Right 5 7 30 Cz 2.94507324e+04
conv3 Right 6 41 30 Cz 2.21088145e+04
conv3 Right 7 49 30 Cz 3.46781641e+04
conv3 Right 8 3 30 Cz 1.63264336e+04
conv3 Right 9 8 30 Cz 7.39962354e+03

conv3 Right 0 13 31 C2 3.74046523e+04
conv3 Right 1 50 31 C2 2.12394434e+04
conv3 Right 2 12 31 C2 3.55824648e+04
conv3 Right 3 9 31 C2 2.50806562e+04
conv3 Right 4 40 31 C2 3.50159297e+04
conv3 Right 5 7 31 C2 2.92047168e+04
conv3 Right 6 41 31 C2 2.18827715e+04
conv3 Right 7 49 31 C2 3.43840859e+04
conv3 Right 8 3 31 C2 1.62802783e+04
conv3 Right 9 8 31 C2 6.96705957e+03

conv3 Right 0 13 32 C4 3.75862031e+04
conv3 Right 1 50 32 C4 2.13782324e+04
conv3 Right 2 12 32 C4 3.50781836e+04
conv3 Right 3 9 32 C4 2.45738184e+04
conv3 Right 4 40 32 C4 3.47696367e+04
conv3 Right 5 7 32 C4 2.91140762e+04
conv3 Right 6 41 32 C4 2.17129492e+04
conv3 Right 7 49 32 C4 3.42090039e+04
conv3 Right 8 3 32 C4 1.63700879e+04
conv3 Right 9 8 32 C4 6.91973779e+03

conv3 Right 0 13 33 C6 3.66922148e+04
conv3 Right 1 50 33 C6 2.04825137e+04
conv3 Right 2 12 33 C6 3.43552305e+04
conv3 Right 3 9 33 C6 2.39044492e+04
conv3 Right 4 40 33 C6 3.37794414e+04
conv3 Right 5 7 33 C6 2.83462129e+04
conv3 Right 6 41 33 C6 2.11795605e+04
conv3 Right 7 49 33 C6 3.30912969e+04
conv3 Right 8 3 33 C6 1.61151826e+04
conv3 Right 9 8 33 C6 6.76715381e+03

conv3 Right 0 13 34 T8 4.02094375e+04
conv3 Right 1 50 34 T8 2.40099531e+04
conv3 Right 2 12 34 T8 3.63274219e+04
